profile,qp,bitrate,crf,rc-lookahead,vbv-init,qpmax,ratetol,ipratio,pbratio,aq-mode,qcomp
high10,1,3526,23.694256821970566,191,0.8048951253422988,11,0.6833623393559777,7005.5847229922765,3272.872935805439,0,0.6063648720571896
baseline,12,1906,23.408409763141282,93,0.0959004217358117,0,0.018408882436058205,2276.040518269211,2271.8803393832686,0,0.10717392171034923
main,34,1526,14.23091880099683,229,0.19123034694014274,3,0.4393124529155108,1480.2937366989156,6290.938714112751,2,0.13219866156403692
high,38,3068,27.19967359183852,84,0.6893331035771719,11,0.18470883740536426,7537.65893103467,8641.362599664404,1,0.506594598000892
main,12,3748,4.123814821533706,120,0.5970401914730334,24,0.9855878300092613,7817.728005028,7492.644884940332,1,0.9668586925629111
high422,51,4947,46.930872962656736,88,0.3726908591467374,51,0.3760520773163344,7411.618812047564,2694.549906530367,0,0.4562965293102528
baseline,19,3945,24.164113973032563,131,0.3951897978389419,18,0.17453151070286888,7969.741956934361,7659.713577780397,2,0.09693408429152817
baseline,37,1816,45.87687843644144,170,0.5779601122191136,36,0.37722765548003523,156.43398549227584,1918.073923379039,1,0.9993579642506765
high422,34,1794,20.907145134787196,112,0.5954441781541474,9,0.8641538958552344,2924.9580441306575,9465.368111716642,0,0.6347917723114841
baseline,25,2652,49.6293638726059,163,0.7266396013473616,44,0.35409637862594345,7222.8614310469175,4031.4865142706544,0,0.16554319270533335
high10,57,4354,21.55327449091822,46,0.010747724145506177,14,0.3232441635625497,6415.514903860841,1704.2624137030816,0,0.48277958137127197
high,49,2309,16.869450834644752,208,0.7406881907545438,26,0.8205003243826087,7022.378604413123,261.1219719742797,0,0.10954929407712
main,56,4633,45.68095875503573,96,0.9033845937990284,11,0.6560208826676992,9373.004188689214,8740.09068279325,2,0.1945249561072382
baseline,7,3560,11.733592062970493,106,0.8852250888635161,28,0.3021341799654399,7591.8354908331885,1428.2210151258557,2,0.027420926916892352
high10,27,4213,41.188488474021405,191,0.07038591990391052,8,0.9147981000933217,8946.994241214385,7845.431956522655,1,0.6595152455542663
high444,36,2681,26.76878317936065,137,0.28573051623955803,50,0.9085225860029545,5755.499453724348,1998.6072529553755,0,0.2802637349456193
baseline,55,4320,3.399774073085782,160,0.9574382637828416,47,0.8736251395198971,1675.74521864022,8269.982780875884,1,0.6196499916820338
high,50,2379,24.279021700421495,149,0.2099157098256409,11,0.9867017856628024,4674.025315345049,2394.796756905497,1,0.01861378521494128
high444,0,2449,50.058274842420744,70,0.856742684783845,37,0.6010008785476082,5922.530199675451,4067.9065547950586,1,0.7993812037282804
high422,0,3883,26.133729021745967,51,0.14727440397673808,33,0.8502851393256556,3262.6672063274555,779.9609034089938,1,0.339250017369493
high422,2,3338,23.487078895925336,182,0.8742607518003838,31,0.21510813656069727,6990.24843450257,5553.618521450308,2,0.809473601064872
high422,23,3863,15.566167245285788,138,0.7973610995393764,22,0.7657905465578855,3816.755039357118,6779.756732317072,2,0.9241165829910615
high,10,4376,45.85169539714102,103,0.006352587049072045,32,0.39897257636884675,1057.67234415861,7983.1974524714415,2,0.8967070005903786
main,65,2102,19.86612598975271,219,0.7024266133281417,25,0.18961767654431494,6157.887762392512,3857.7212543117944,1,0.4934804882648166
main,38,4977,38.0788797757428,231,0.8984946361658744,9,0.8766263971866656,1415.5234841333643,4440.456484780837,0,0.1714225682664693
high10,22,1902,10.550989121372895,111,0.406838148887791,25,0.3365902849413579,6212.658564227059,2956.2109840609774,2,0.11081521846763542
high444,64,2582,23.58794525181937,210,0.07196964800972483,35,0.4082375213126216,1552.7490750655504,5025.476293498835,0,0.31836177684562905
baseline,41,4022,45.456491445345215,202,0.7776025687564158,2,0.4814638664521832,860.7857191969059,3501.951632635225,1,0.9134478376132542
high444,69,3317,44.93972740729116,152,0.07337122922723993,51,0.5131809707466397,843.0142269679009,7419.385750957657,1,0.2656630775443135
main,26,4735,13.970886127142434,209,0.7133661855719625,10,0.8056809461570547,2734.278356490285,5287.684654021463,1,0.21734973801171642
high10,31,4721,30.947046413784033,169,0.3554927320378639,34,0.40655518459590023,5017.338144706832,9938.270834080176,1,0.923357657490515
high,50,4201,21.33096519121307,187,0.11788261795278132,18,0.6194444856971834,6874.543718563739,6371.960483751932,2,0.7520955866468928
high444,18,4292,30.733307819548923,247,0.3393036923860654,16,0.7021640669885442,3763.1043781796016,1654.7741040372666,2,0.05300621342528189
high422,66,4064,31.92044141603178,198,0.1560930699736517,22,0.5072514251536968,2038.042184077541,4473.686255005218,2,0.45779932643360355
main,32,1510,42.78442831575888,69,0.842738727807694,37,0.7882775512582617,9779.820641486927,8387.285777478162,1,0.1350201477898798
baseline,2,3901,43.04655844027833,102,0.2394325215328078,42,0.2413452312461729,254.07424189888727,7398.547435100713,2,0.8717892667774003
high444,63,1913,41.1586608606089,65,0.055095717610933015,37,0.43185697869876805,5842.9533806228055,5696.579367434519,2,0.779813356647735
baseline,19,3034,48.62328778371079,92,0.7776178502928498,31,0.44470400723307957,4474.702135722229,882.2515912588813,0,0.4948382399166652
high,1,4868,0.674813313810519,61,0.8766022398332455,21,0.4687576814804464,920.8884123388473,1593.4127862414794,2,0.026069074750491805
main,40,4487,6.3945739049092225,208,0.9113157472772843,51,0.9956282045098052,3701.4147871274004,9029.095486683871,2,0.27876863522262696
high444,59,3655,10.143414659456315,57,0.6883109689575382,43,0.342981354206249,5587.0368288677355,6993.667445438107,0,0.2399282835738642
high10,53,3177,44.7776701829206,246,0.5404893308782386,7,0.24461487591926045,8543.963200635237,9952.748193588584,2,0.8894588758164852
high422,7,1535,43.11769445753047,167,0.4742015288789644,0,0.06456841606831398,400.3671438263223,5156.135698624983,2,0.1517409480743528
main,22,3914,44.55311220188512,171,0.7722932851725021,15,0.40752557931924827,5107.730514909522,6279.246403324786,0,0.24442629217733003
main,60,3714,0.7116748228673079,73,0.10014162882325306,26,0.9839235431584502,3092.948211069695,4665.206877208298,0,0.8993889300421329
high444,46,4164,36.060973027242845,218,0.4786428645677069,50,0.33668699643106736,1497.5125072111073,8071.390528379542,1,0.3119559059611171
high,61,2356,33.50568014876891,200,0.3870813986562198,45,0.15469430945974105,1065.3605757119021,1853.1030395767966,0,0.5909657435322102
high10,54,3165,33.37304245068145,153,0.1372045682047125,15,0.09854930096091352,3221.9351583247158,5377.128691294698,1,0.4691019507661379
main,7,4447,49.16455779343564,228,0.02861463056452007,18,0.6279694765989207,9934.791173541891,7246.443601422604,2,0.8517251461480224
high422,33,3468,20.19418880209778,154,0.29172821553771133,4,0.839741902208163,2841.1556064743736,7300.273393475696,1,0.3406765014684935
high444,39,2059,9.159497934643127,197,0.05746892922967317,18,0.40167703698518964,3006.993103715073,7097.088896899787,0,0.024077166038400377
high444,9,2869,50.60152996876535,74,0.6942230191443388,30,0.7291947709513736,3578.03136454917,1180.5625355832872,2,0.8861581004838668
high,46,2923,50.13101539724554,169,0.7771124303687319,6,0.07153694000710209,7842.105447671161,4893.939172509886,2,0.47386129244792463
high,40,2412,12.522707949957912,129,0.10121762646341392,14,0.9954760755002925,323.825846465815,5831.576445497103,0,0.5189541642938746
high422,36,4105,41.871561751974035,176,0.9415371527973116,4,0.4770608274475381,6698.52298626438,7269.0010196799885,2,0.19264405534982043
high,64,2361,41.2522480481319,64,0.48791293041305106,46,0.08800054519670375,7448.690473175269,6144.101647951797,0,0.05835424522559096
high,9,4985,47.175735236197475,173,0.8327906714455777,6,0.41470673672736336,3261.839062906097,9753.523072505714,2,0.4712598359252669
baseline,42,4261,19.473241424366297,67,0.9036901943028925,46,0.4081790965244029,8075.042508857704,4453.234082225979,1,0.48190925511453253
high444,2,1533,32.227024700714,206,0.4505669377920063,33,0.9509935924709612,449.9113724038828,1523.7142086593947,2,0.16889808193177258
main,61,4107,40.54252113837278,101,0.2483978058115771,2,0.9842637257451968,6430.381896600376,9468.641309432738,0,0.08272722622918727
baseline,45,3666,38.41134992125888,46,0.6949893897046616,9,0.8476830705387783,4277.433690576109,7489.634426130866,1,0.4710190805734794
main,67,2348,5.79036022421667,227,0.2699091259128866,30,0.08479419462643067,1431.7104913990486,5710.631235384934,2,0.11155362038447059
baseline,18,3189,28.610866302326034,176,0.33202675580939645,26,0.7840775352694209,7336.491239990825,8500.479419336385,0,0.7090931143114798
high10,45,3652,17.980896922496246,51,0.6012259903712837,25,0.4928666508291778,4077.781301181418,427.2989927143212,2,0.6320003728625633
high444,31,4637,50.420227226648386,189,0.6332095271020649,49,0.49083577937718514,3369.848526764636,6615.216630579469,2,0.31841633385875245
baseline,25,2668,40.36571055132069,212,0.3225347578892891,35,0.9709382399528662,7448.476430294882,7977.012882322022,1,0.8060897163870845
baseline,18,1832,10.12047089426359,135,0.034382316523542844,32,0.2327022640728552,8700.479621837776,3621.4585029016334,1,0.6846193388794628
high10,61,4346,16.4351143291724,63,0.028755555108331055,42,0.8387451981880976,4666.4287793388885,3094.9469835545005,1,0.8947673312524553
high422,46,2462,2.668319837677376,123,0.1183277259221922,11,0.8660589272854744,5064.386196920727,496.7986128766333,2,0.6759983865820572
main,59,2657,29.01886888935408,100,0.4513522087031324,30,0.7443795096594881,512.903278105239,8804.893338779646,2,0.08228580787421658
high10,28,2716,15.682284394181622,88,0.09353100083744448,50,0.8766927033475089,4778.286461553256,987.5265870974825,2,0.09912598167400233
high10,21,1619,41.04822338448006,102,0.716340820058441,46,0.7591454383429055,3637.127192511468,8452.147218220172,0,0.1827047549993961
main,8,1669,33.954723390228935,183,0.642863370565675,3,0.03978004867445195,2290.496361026186,3467.5960768369596,2,0.3840564735002744
high422,23,1747,39.025149093201875,40,0.5928542207720698,1,0.5685611195555156,9230.219151200401,4222.768617432466,2,0.4499851178458837
baseline,21,4328,49.2469973194777,48,0.8644134311984788,23,0.9703386422864427,896.0896400572283,6.795532925507608,0,0.937624184662096
main,51,3515,33.55763089949952,67,0.09624608349478303,19,0.7448787939635602,9676.93524861696,5397.489133379299,1,0.3927999247672874
high422,49,4154,23.076646713227962,144,0.5534258643374425,18,0.1412391304873265,607.1908695048201,2062.9606207592565,1,0.17798627610517015
baseline,30,1540,26.653408336735996,160,0.5666771249391647,18,0.8290235956542977,7190.414454747588,341.322116106304,0,0.43052151380048387
main,22,1972,43.01084634498186,144,0.7620987909366947,10,0.12055635133143472,3255.056346485684,5722.308481457602,1,0.2455001228313669
high,20,3345,10.034412540456248,110,0.9282793843968712,27,0.8461419855334338,8537.472317187801,3075.5444214414797,2,0.4650884908026628
high444,24,4745,12.294244147612378,121,0.0998554796062564,13,0.5991876548237726,287.31437197413226,5564.403450323514,0,0.5082304019705681
main,26,1910,42.862741825447046,63,0.78410376330711,42,0.15673455514317047,1028.9238179502213,2737.9778656371614,2,0.026632245731187276
high10,15,2181,46.01157180660538,248,0.6297845460284018,20,0.48523871592826684,9174.278655518634,6488.579796678025,0,0.42412584263252295
main,9,4227,21.778426511670247,201,0.9974364118321951,30,0.9941771628441329,5471.133065181793,9403.160700528842,0,0.26729875801355574
high422,36,2668,21.78086309235517,83,0.4687719661396318,24,0.3212047444532936,7293.1947620014425,7549.353708560512,1,0.3481451129300567
baseline,10,4514,41.04586940876036,189,0.33743529018093954,16,0.44196574478998707,3637.0037394017154,6902.904780199259,1,0.15463329606637466
high10,58,4887,32.741080322556165,201,0.3341995228957195,29,0.9844968606615362,6937.3947527617365,4528.743097577866,0,0.3051375789532388
baseline,45,3177,10.252236928304773,248,0.41566682295727797,17,0.9118692341932587,3110.3671002735723,6314.546180726149,0,0.5101905212966129
high422,33,1590,37.627943877536346,221,0.007430423897137328,18,0.6015829445660248,1055.8966395911207,6635.176054362325,0,0.9191099445280182
high10,42,2290,31.203396677363855,99,0.8188125626914398,19,0.5505169738551643,4022.204501285246,9485.210588741431,0,0.9979946035693197
main,20,3353,32.57388328782664,135,0.10847411908684312,29,0.29962135330235473,6960.286810126796,8210.37652402151,1,0.2774841536936288
main,53,4467,16.035681115995907,86,0.9971598886749047,39,0.9840683492456841,2028.100937883207,5818.4949241717295,1,0.27628840352983874
high,2,2280,31.663222009269866,106,0.16675992296725406,14,0.6397343079976363,5579.680830014812,9448.28214827489,0,0.39994728932803325
baseline,66,3400,15.652963520527058,59,0.09096399266907851,23,0.8572296453916477,1514.3388858980245,4101.03869472053,2,0.6547732161373193
high444,33,3562,34.062616144187935,104,0.3089063006093079,16,0.615197197410194,5954.279530696357,6740.540048627446,1,0.8858482471726569
high10,65,3138,3.7093674132471754,247,0.10433540207378644,15,0.5454519785547423,1972.7746721597794,3176.009791681411,2,0.4868580967228707
high444,49,1921,36.22417132243146,225,0.32208024939202795,18,0.8036331673644672,8902.725597575938,1228.761587180901,2,0.08402214735202007
high444,50,3540,18.243384025434015,206,0.032978878257248656,36,0.632607899923803,3907.296945966876,852.076567662603,0,0.16013019168123477
high10,47,4700,7.597873425144731,58,0.432169822499322,7,0.3409074311196103,739.1338107986711,222.6921064977194,2,0.7973863664525095
high422,55,2245,7.012676654238838,68,0.2119802435990028,29,0.8607915153281503,9124.91777239126,9957.33334365918,1,0.035618272134447126
high,34,3903,37.39092971274106,50,0.7167506260135167,40,0.1690375337147293,4323.282243974305,136.0797904355293,1,0.6902515867448791
high,43,3966,29.716325499101497,193,0.24425828291786955,10,0.5021796905715147,5796.556082285983,1415.839370111862,1,0.9706028565165873
high,59,2292,10.553884158065776,236,0.9998914141833963,28,0.5105686454110393,5569.947092707372,8248.066179576675,0,0.02593481969444067
baseline,39,4557,46.44949765043609,144,0.43076048245594034,1,0.47421712815745076,7676.341109533554,7970.901361019867,2,0.8817477495790674
high,10,4482,43.79962104307761,188,0.800289330684858,29,0.3242315731096743,1458.7955096518535,4683.176585988956,0,0.5054864147766717
main,39,3999,26.75038788474243,103,0.7938717879782736,40,0.7603910413569117,1482.5488604005177,5741.0980058163705,0,0.6477676262708532
high10,8,4243,37.64339445678823,43,0.7828679768841819,0,0.13548916423704416,2737.768334971613,8524.332484822598,2,0.6990335501619103
baseline,51,3366,25.672276735318388,107,0.838583947269044,49,0.35167800188546783,6866.982433488338,5846.020692299212,1,0.2812824525904869
baseline,15,4355,6.3238983716289,67,0.5629825661257299,44,0.3961202469839197,6157.8671056877965,8676.325437953876,1,0.6203734970377495
high10,1,2919,11.803495619339929,90,0.7793313944853678,36,0.3806554179453089,2721.9320400222337,3787.887331259878,1,0.10609005658462167
high422,57,1682,38.43763226519079,204,0.3764714231462374,3,0.7260767128704398,4494.204812551909,9280.022639146717,1,0.49167538860317683
high444,51,4054,12.78154478116509,44,0.26985807815662166,7,0.893538963269534,6999.793216722119,571.0702981783056,1,0.1050571108366104
main,11,1917,9.416163828020064,198,0.37147749558372467,16,0.8040999986837447,6643.424499000852,8225.166533738819,0,0.7568073121892103
high422,60,3294,49.84848636429259,133,0.7935332304205389,41,0.28098991269105533,8235.603106381119,8531.538987915492,0,0.6863901174065224
high422,65,2748,11.280015213967964,87,0.6190043201913081,19,0.32457989667041387,4361.692140907879,9353.045629829925,2,0.5959618363253593
baseline,63,4520,39.338165008264184,164,0.7532444510356693,43,0.3917711530131426,6441.399187826123,8736.50905852412,1,0.10164999307776534
main,41,3534,46.39159254245137,60,0.9109951200124603,31,0.3144091333662421,1780.614428974796,8575.833328299865,2,0.3460375884961405
baseline,30,2659,5.7009439954487044,238,0.7985976636763554,22,0.1867278940351802,9083.184922733746,9641.683501526053,0,0.5865907528180436
high422,53,3374,47.54316704840638,246,0.027513131933622925,44,0.4553240269517361,706.335616469691,5442.861331203741,2,0.07684958649882323
